Source	Type	Target	Oriented	Weight
P30291	pd	P24864	true	0.426525
P63151	pd	O60840	true	0.75
Q9P2W3	pd	Q01970	true	0.536564
O15520	pd	P22455	true	0.75
P16520	pd	P48051	true	0.536564
P51817	pd	Q07343	true	0.75
P67775	pd	O96017	true	0.426525
P16220	pd	P01106	true	0.426525
P04626	pd	Q16665	true	0.75
Q13153	pd	Q13363	true	0.85
P55196	pd	P63267	true	0.426525
P62879	pd	Q16539	true	0.536564
P10600	pd	P53779	true	0.75
Q99873	pd	P49959	true	0.426525
P35080	pd	P68133	true	0.426525
P01106	pd	O00629	true	0.426525
P28482	pd	Q9NZ20	true	0.536564
P01116	pd	P05412	true	0.656746
O43707	pd	P63267	true	0.426525
Q96HF1	pd	Q14332	true	0.75
P00519	pd	O14818	true	0.426525
P38936	pd	P24864	true	0.75
P22607	pd	P35568	true	0.536564
Q12933	pd	O00329	true	0.75
P84022	pd	Q14186	true	0.85
P01116	pd	Q13233	true	0.75
P17252	pd	Q05586	true	0.656746
P00519	pd	O00213	true	0.426525
O15123	pd	Q02763	true	0.75
P10275	pd	P38936	true	0.426525
P05771	pd	P60709	true	0.75
O95750	pd	P21802	true	0.536564
Q9Y4K3	pd	P08581	true	0.723012
Q12933	pd	O14920	true	0.85
Q8NER5	pd	Q9UER7	true	0.426525
P04004	pd	P53708	true	0.536564
P47871	pd	P50148	true	0.536564
Q8NHR9	pd	P68133	true	0.426525
P13010	pd	P49917	true	0.426525
P16234	pd	P01112	true	0.536564
O00716	pd	P23921	true	0.426525
O60258	pd	P17948	true	0.536564
O95750	pd	P06213	true	0.536564
P01127	pd	P08581	true	0.536564
P18031	pd	P35222	true	0.75
Q14164	pd	P25963	true	0.75
O00238	pd	Q99717	true	0.75
P61328	pd	P29317	true	0.536564
P56705	pd	Q13467	true	0.75
O75582	pd	P18846	true	0.85
P51817	pd	P36507	true	0.536564
Q04771	pd	Q16539	true	0.75
P23458	pd	P27986	true	0.85
P17612	pd	Q96BA8	true	0.75
O00206	pd	P63096	true	0.75
O14920	pd	Q01201	true	0.656746
P04049	pd	P25963	true	0.656746
Q9UGI9	pd	Q12778	true	0.75
P63151	pd	P31751	true	0.75
O60262	pd	Q15147	true	0.536564
P27361	pd	P14555	true	0.536564
P51817	pd	P48544	true	0.505993
P51817	pd	P48549	true	0.505993
Q8TD86	pd	P51828	true	0.536564
P63151	pd	P31749	true	0.75
Q08211	pd	Q14191	true	0.426525
P28482	pd	O43521	true	0.426525
P31749	pd	Q16584	true	0.75
Q8WWW0	pd	P13612	true	0.536564
Q13557	pd	P42224	true	0.75
P19875	pd	P51681	true	0.75
Q09472	pd	O60934	true	0.75
P52797	pd	P11362	true	0.536564
P53778	pd	P27361	true	0.536564
Q96BY6	pd	P60763	true	0.426525
P02751	pd	P31431	true	0.536564
Q9NZI8	pd	Q9Y297	true	0.426525
P16144	pd	P46108	true	0.536564
O75582	pd	P16220	true	0.85
O00206	pd	P63000	true	0.536564
O14610	pd	Q92569	true	0.536564
Q13557	pd	P42262	true	0.75
P08172	pd	P50148	true	0.536564
P08069	pd	Q01970	true	0.536564
Q13557	pd	P42261	true	0.75
P08138	pd	P42338	true	0.75
P12644	pd	P36894	true	0.75
P31371	pd	P07333	true	0.536564
P04275	pd	P56199	true	0.536564
P63208	pd	P56645	true	0.75
P12931	pd	Q9NRY4	true	0.75
P78527	pd	Q92900	true	0.426525
Q13557	pd	Q8TEY5	true	0.536564
P46934	pd	P10721	true	0.723012
P04899	pd	P27986	true	0.75
P50613	pd	Q03181	true	0.426525
O14807	pd	O00329	true	0.536564
Q13094	pd	P62993	true	0.75
Q96HF1	pd	Q9NPG1	true	0.75
P01106	pd	Q8TAP6	true	0.426525
P31749	pd	Q9UBS0	true	0.536564
Q9ULV1	pd	P35222	true	0.75
Q9UBV4	pd	O00144	true	0.75
O43524	pd	Q9BXM7	true	0.426525
P11362	pd	P35568	true	0.536564
P22694	pd	Q8TEY5	true	0.75
Q15052	pd	Q9Y2X7	true	0.75
P01106	pd	P19338	true	0.75
P16298	pd	O95644	true	0.75
Q6STE5	pd	O00716	true	0.426525
P51817	pd	P61586	true	0.75
P08620	pd	Q02763	true	0.536564
Q00987	pd	P35968	true	0.723012
Q15303	pd	Q6S5L8	true	0.75
Q14332	pd	Q92997	true	0.75
P49841	pd	P16220	true	0.75
P54646	pd	Q12778	true	0.75
P08069	pd	P01112	true	0.536564
P08620	pd	P16234	true	0.536564
Q9NV56	pd	P16104	true	0.426525
P30559	pd	P04899	true	0.536564
Q9ULH1	pd	P62330	true	0.536564
Q15052	pd	P15153	true	0.536564
Q9UHD2	pd	O14920	true	0.75
P98082	pd	O15169	true	0.85
Q9NZN5	pd	P15153	true	0.426525
P00519	pd	O14746	true	0.426525
P01106	pd	P56182	true	0.426525
Q6FHJ7	pd	Q14332	true	0.75
O00329	pd	P15153	true	0.75
P01106	pd	P09960	true	0.426525
P49841	pd	P18848	true	0.75
Q96GD4	pd	P08670	true	0.426525
Q9Y243	pd	Q8TEY5	true	0.75
Q12933	pd	O00459	true	0.75
P49768	pd	P05067	true	0.85
P08581	pd	P01112	true	0.536564
Q09028	pd	P01106	true	0.426525
P00533	pd	P46109	true	0.75
P00533	pd	P46108	true	0.85
P27348	pd	Q01094	true	0.426525
P01106	pd	O00587	true	0.426525
P17612	pd	Q06710	true	0.536564
P10721	pd	Q00722	true	0.536564
P28482	pd	Q9NZK7	true	0.536564
P01106	pd	P09917	true	0.426525
P22492	pd	Q86U86	true	0.426525
P62136	pd	P16220	true	0.75
P56703	pd	Q9ULV1	true	0.75
P17612	pd	Q92736	true	0.75
P09471	pd	Q92997	true	0.75
P0C5Z0	pd	Q96RL1	true	0.426525
O15123	pd	P16234	true	0.536564
P16104	pd	Q8NEM0	true	0.426525
P45983	pd	P55957	true	0.426525
P68400	pd	P55957	true	0.426525
P04628	pd	P56178	true	0.426525
Q13535	pd	Q9H0E9	true	0.426525
O43318	pd	O14920	true	0.85
A8MT69	pd	Q9NVI1	true	0.723012
P01308	pd	P21802	true	0.536564
P49792	pd	P46937	true	0.426525
Q9H4P4	pd	P35968	true	0.723012
P50150	pd	O15264	true	0.536564
P01116	pd	P42338	true	0.75
P01106	pd	Q15046	true	0.426525
Q6FHJ7	pd	Q9NPG1	true	0.75
P00519	pd	P05067	true	0.75
P01308	pd	P06213	true	0.75
P50150	pd	Q92569	true	0.536564
Q14209	pd	Q15910	true	0.426525
P51817	pd	P46019	true	0.75
Q7Z6B7	pd	P15153	true	0.426525
P16298	pd	Q13255	true	0.536564
P22694	pd	Q9P2W3	true	0.75
P01106	pd	Q75NE6	true	0.426525
P09874	pd	Q9Y5B9	true	0.426525
O00755	pd	Q9UP38	true	0.75
P51817	pd	P10071	true	0.75
P51817	pd	P10070	true	0.75
P29400	pd	Q05397	true	0.536564
P13500	pd	P51681	true	0.75
Q13485	pd	Q9NQB0	true	0.536564
P63096	pd	P12931	true	0.75
O43921	pd	Q02763	true	0.536564
P01106	pd	Q15011	true	0.426525
P56279	pd	P31751	true	0.75
Q9Y3M8	pd	P60763	true	0.426525
P51817	pd	P46020	true	0.75
Q16254	pd	P43246	true	0.426525
P56279	pd	P31749	true	0.85
P23511	pd	Q99618	true	0.426525
P07333	pd	P42338	true	0.75
P27361	pd	P14415	true	0.536564
Q9H2G2	pd	P53350	true	0.75
P60484	pd	Q8WYR1	true	0.505993
P21802	pd	Q92569	true	0.536564
Q9H0H5	pd	P60763	true	0.426525
P04637	pd	Q07820	true	0.426525
Q15628	pd	Q9Y6K9	true	0.75
Q5T4F7	pd	P04628	true	0.75
P41221	pd	Q13467	true	0.75
P41236	pd	O96017	true	0.426525
P07478	pd	P25116	true	0.536564
P01106	pd	P34896	true	0.426525
O75578	pd	P46108	true	0.536564
P45983	pd	P31947	true	0.426525
O43915	pd	P35968	true	0.536564
P51817	pd	Q05397	true	0.75
Q6FHJ7	pd	O96014	true	0.505993
P11487	pd	P11362	true	0.75
P28566	pd	P09471	true	0.536564
O14807	pd	O00459	true	0.536564
P26232	pd	P62258	true	0.536564
P05107	pd	Q8WYR1	true	0.536564
P10586	pd	P53355	true	0.426525
P01308	pd	P08069	true	0.75
P35568	pd	O00459	true	0.85
P25054	pd	O75943	true	0.426525
Q05655	pd	P60709	true	0.536564
O75038	pd	Q9UQM7	true	0.426525
P63215	pd	Q92569	true	0.536564
O43353	pd	Q16539	true	0.75
P51817	pd	O14610	true	0.75
P01106	pd	P10415	true	0.426525
P04049	pd	Q04206	true	0.75
Q09472	pd	Q9UBG7	true	0.536564
P27361	pd	O43521	true	0.426525
P27361	pd	O43524	true	0.75
Q13164	pd	P18146	true	0.426525
P22612	pd	P25963	true	0.75
P35221	pd	P62258	true	0.536564
Q16512	pd	P12931	true	0.426525
P01106	pd	P09429	true	0.426525
P01106	pd	O75582	true	0.426525
P17612	pd	P60510	true	0.75
P62140	pd	O15169	true	0.426525
O95750	pd	P08138	true	0.536564
P15056	pd	P27361	true	0.75
Q05923	pd	P27361	true	0.75
P16220	pd	Q01543	true	0.426525
P04004	pd	P06756	true	0.536564
P15498	pd	P15153	true	0.75
Q15910	pd	P38398	true	0.426525
P53779	pd	P18146	true	0.426525
P17948	pd	P46108	true	0.536564
Q13315	pd	Q8N4C6	true	0.426525
Q13535	pd	P52701	true	0.426525
O95813	pd	Q9Y6F9	true	0.75
Q13202	pd	P53778	true	0.75
Q13202	pd	P53779	true	0.75
P63211	pd	Q16539	true	0.536564
P28482	pd	Q9UK32	true	0.75
P17252	pd	P09471	true	0.75
P48736	pd	P15153	true	0.75
P16885	pd	P62158	true	0.75
P09619	pd	P35568	true	0.536564
P49815	pd	Q15382	true	0.75
Q96HF1	pd	Q9UBV4	true	0.75
O60674	pd	Q8WYR1	true	0.75
Q4KWH8	pd	Q9UQM7	true	0.426525
P08151	pd	P14923	true	0.426525
Q09472	pd	Q9UBN7	true	0.426525
O75461	pd	Q99708	true	0.426525
P60953	pd	Q9NSV4	true	0.75
P63000	pd	Q9BYG5	true	0.75
Q13485	pd	Q92793	true	0.85
P00533	pd	Q4KWH8	true	0.426525
Q9GZV9	pd	P22607	true	0.536564
P58753	pd	Q9Y4K3	true	0.75
P17612	pd	Q7Z2W7	true	0.75
P20823	pd	406970	true	0.426525
P20827	pd	P22455	true	0.536564
P06401	pd	Q12778	true	0.426525
P08637	pd	O15264	true	0.75
Q8N474	pd	P41221	true	0.85
P50052	pd	P50148	true	0.536564
P16298	pd	Q13522	true	0.505993
P62877	pd	P46531	true	0.426525
P01106	pd	O14543	true	0.426525
Q15435	pd	O96017	true	0.426525
Q9HCK8	pd	P35222	true	0.75
Q13009	pd	P15153	true	0.75
Q9NP95	pd	P07333	true	0.536564
P05771	pd	Q9UBI6	true	0.75
P04626	pd	P06493	true	0.426525
P05771	pd	P08754	true	0.75
P17252	pd	Q05397	true	0.75
P22612	pd	P62873	true	0.75
P22612	pd	P62879	true	0.75
P62877	pd	Q15796	true	0.505993
P11362	pd	Q92529	true	0.536564
P17612	pd	Q06432	true	0.75
P16520	pd	Q8WYR1	true	0.536564
P63104	pd	Q9UK53	true	0.75
Q96HF1	pd	O60353	true	0.75
P84022	pd	P53355	true	0.426525
P17252	pd	O14610	true	0.75
Q15303	pd	P42229	true	0.75
P08123	pd	P53708	true	0.536564
P11362	pd	Q92569	true	0.536564
P62879	pd	Q92569	true	0.536564
P67870	pd	Q9UQE7	true	0.426525
P05114	pd	Q9Y4A5	true	0.426525
Q14209	pd	P30281	true	0.426525
P13498	pd	Q16539	true	0.536564
O00459	pd	Q9Y243	true	0.75
Q9GZT5	pd	O75084	true	0.75
P17612	pd	P35498	true	0.75
P51654	pd	P04628	true	0.536564
Q13485	pd	Q16254	true	0.85
P10301	pd	Q92569	true	0.536564
Q12933	pd	Q15750	true	0.85
P08100	pd	P63211	true	0.536564
Q13315	pd	O95071	true	0.426525
Q16254	pd	P33993	true	0.426525
Q16254	pd	P33992	true	0.426525
P31371	pd	P10721	true	0.536564
P06241	pd	Q92569	true	0.75
Q92997	pd	P46531	true	0.505993
P27540	pd	P15692	true	0.426525
P25054	pd	O14965	true	0.426525
P51817	pd	O75582	true	0.75
P01308	pd	P08138	true	0.536564
P31946	pd	P48730	true	0.505993
P31371	pd	P22607	true	0.536564
P05106	pd	Q14344	true	0.536564
P53350	pd	P30307	true	0.75
P53350	pd	P30305	true	0.75
P53350	pd	P30304	true	0.75
P62834	pd	Q8WYR1	true	0.536564
Q16254	pd	Q16877	true	0.426525
Q9GZV9	pd	P10721	true	0.536564
P06493	pd	Q92993	true	0.426525
P17252	pd	P10398	true	0.536564
P09471	pd	Q16539	true	0.536564
Q15750	pd	P27361	true	0.75
P17252	pd	P61952	true	0.75
Q6PL18	pd	Q01094	true	0.426525
P16520	pd	P53778	true	0.536564
P16520	pd	P53779	true	0.536564
Q53ET0	pd	P31751	true	0.75
Q9Y272	pd	P50151	true	0.75
Q9Y272	pd	P50150	true	0.75
Q53ET0	pd	P31749	true	0.75
P30304	pd	Q9UQ88	true	0.426525
P05019	pd	P22455	true	0.536564
P52797	pd	P08581	true	0.536564
P35222	pd	Q9UIK4	true	0.426525
P28482	pd	Q86XP0	true	0.75
P61077	pd	P19838	true	0.85
P27361	pd	P16949	true	0.521588
P01106	pd	P00966	true	0.426525
Q96Q83	pd	P04637	true	0.426525
P01106	pd	P00973	true	0.426525
Q01094	pd	Q01831	true	0.426525
Q6ZW49	pd	Q13315	true	0.426525
P08069	pd	P27986	true	0.75
P12931	pd	P63000	true	0.656746
P00519	pd	Q15642	true	0.426525
P78527	pd	P55072	true	0.426525
Q96HF1	pd	Q9GZT5	true	0.75
P22612	pd	P35222	true	0.521588
P00533	pd	P36507	true	0.75
P11215	pd	P46108	true	0.536564
P19525	pd	Q16539	true	0.75
O75578	pd	P12931	true	0.536564
P17676	pd	Q13950	true	0.426525
P17252	pd	P10301	true	0.521588
P08138	pd	O00459	true	0.75
O15520	pd	P07333	true	0.536564
P53355	pd	Q7KZI7	true	0.426525
Q86U86	pd	O00716	true	0.426525
P17612	pd	Q7Z3S7	true	0.75
P51817	pd	P10636	true	0.426525
P05129	pd	O60733	true	0.536564
P78527	pd	O60245	true	0.426525
P35222	pd	Q86UL8	true	0.536564
O00755	pd	O75084	true	0.85
O60262	pd	O00555	true	0.505993
Q9H1J7	pd	Q9UP38	true	0.75
Q13315	pd	Q15435	true	0.426525
O00144	pd	P50148	true	0.75
P67870	pd	P51610	true	0.75
P63000	pd	P52564	true	0.536564
P62873	pd	O00555	true	0.505993
P22612	pd	P49841	true	0.521588
P42574	pd	O75822	true	0.426525
P60953	pd	Q99683	true	0.536564
Q13546	pd	Q99558	true	0.85
P06241	pd	P27986	true	0.85
Q9H2F5	pd	Q13315	true	0.426525
Q16363	pd	P56199	true	0.536564
P12931	pd	Q8WYR1	true	0.75
P51817	pd	P20020	true	0.75
P16520	pd	O43306	true	0.75
Q13191	pd	P01106	true	0.75
Q13153	pd	Q9Y2U5	true	0.521588
407053	pd	P35568	true	0.426525
Q9NZC7	pd	O14641	true	0.426525
P42574	pd	O14920	true	0.85
Q99683	pd	Q16539	true	0.75
Q9Y271	pd	O95837	true	0.536564
Q13976	pd	P62140	true	0.75
P00519	pd	P42229	true	0.75
P00519	pd	P42226	true	0.426525
O15123	pd	P06213	true	0.536564
P05771	pd	P0C869	true	0.75
P00519	pd	P42224	true	0.426525
P35916	pd	P46108	true	0.536564
P84095	pd	O15264	true	0.75
Q9H4P4	pd	P08581	true	0.723012
P22694	pd	P54619	true	0.75
Q9BQ87	pd	P25054	true	0.75
P63096	pd	P51828	true	0.75
P63211	pd	O60840	true	0.505993
P17252	pd	P12931	true	0.85
O15230	pd	P06756	true	0.536564
P78509	pd	P26012	true	0.536564
Q13309	pd	Q12778	true	0.426525
Q12972	pd	O15169	true	0.426525
Q02763	pd	Q15147	true	0.536564
Q09472	pd	Q14191	true	0.426525
Q15831	pd	Q12778	true	0.75
O15123	pd	P21802	true	0.536564
P09471	pd	P0C869	true	0.536564
Q09472	pd	Q14186	true	0.426525
Q15750	pd	Q9Y6K9	true	0.75
P16298	pd	Q13469	true	0.85
P52735	pd	P15153	true	0.75
P27361	pd	P53816	true	0.536564
Q12933	pd	Q8N5C8	true	0.85
Q9Y271	pd	P30679	true	0.536564
P40189	pd	Q92569	true	0.536564
Q16254	pd	P06493	true	0.426525
P22694	pd	P54646	true	0.75
Q9H0M0	pd	P22455	true	0.723012
Q15303	pd	P42336	true	0.536564
Q15303	pd	P42338	true	0.536564
P17612	pd	P50993	true	0.75
P01308	pd	Q92569	true	0.656746
Q9P2W3	pd	P27986	true	0.536564
O60716	pd	P63000	true	0.75
Q15257	pd	P35222	true	0.426525
P01106	pd	P22234	true	0.426525
O43915	pd	P08581	true	0.536564
P53778	pd	P17676	true	0.536564
P51817	pd	Q05469	true	0.75
P05231	pd	P40763	true	0.75
Q16254	pd	Q14207	true	0.426525
Q15303	pd	P29353	true	0.75
P01106	pd	Q5U3C3	true	0.426525
P78509	pd	Q9UKX5	true	0.536564
P28482	pd	P04637	true	0.75
P18075	pd	P36894	true	0.75
P27361	pd	J3KMZ3	true	0.536564
O95551	pd	Q02880	true	0.426525
406983	pd	O60315	true	0.426525
P10145	pd	P51681	true	0.75
P63151	pd	Q9NWZ3	true	0.75
P17612	pd	P08151	true	0.85
Q93098	pd	Q9H461	true	0.75
P42226	pd	P01106	true	0.426525
P55011	pd	P22612	true	0.75
Q96EB6	pd	Q14191	true	0.426525
O14775	pd	O00555	true	0.505993
P08572	pd	P23229	true	0.536564
Q15303	pd	Q9Y2D9	true	0.426525
P22694	pd	P42263	true	0.75
P22694	pd	P42262	true	0.75
P22694	pd	P42261	true	0.75
P16520	pd	Q00722	true	0.536564
P04626	pd	O60716	true	0.75
P62873	pd	O00459	true	0.536564
Q96LZ3	pd	O00429	true	0.426525
P10415	pd	P12956	true	0.426525
P08581	pd	Q01970	true	0.536564
P50150	pd	P27986	true	0.536564
406995	pd	Q13315	true	0.426525
P68400	pd	Q9UKI9	true	0.75
O14654	pd	O00329	true	0.536564
Q15717	pd	P15692	true	0.426525
Q04771	pd	Q9UER7	true	0.426525
406958	pd	P08069	true	0.426525
O95467	pd	P51828	true	0.536564
P31749	pd	Q04206	true	0.85
P17252	pd	O14807	true	0.521588
P09619	pd	Q92569	true	0.75
Q13554	pd	Q92793	true	0.536564
P17612	pd	P59768	true	0.75
P09603	pd	P22607	true	0.536564
P63146	pd	Q12888	true	0.426525
Q13233	pd	O15264	true	0.75
