Source	Type	Target	Oriented	Weight
Q05397	pd	P62993	true	0.85
P01106	pd	Q9HAV4	true	0.75
Q13153	pd	P21333	true	0.75
O75116	pd	P19838	true	0.536564
Q15759	pd	P04637	true	0.75
P24941	pd	P06400	true	0.85
P01106	pd	Q14684	true	0.426525
Q6FHJ7	pd	Q9Y6F9	true	0.75
P01106	pd	Q9HAV7	true	0.426525
407021	pd	Q07820	true	0.426525
P42336	pd	P40763	true	0.85
P09544	pd	O75084	true	0.75
P01106	pd	Q9NTK5	true	0.426525
Q04206	pd	Q96AZ6	true	0.75
P01106	pd	Q14689	true	0.426525
Q15172	pd	Q9UBN1	true	0.75
P36873	pd	Q13224	true	0.75
P84095	pd	P28482	true	0.75
P06213	pd	O00459	true	0.75
P00519	pd	P62993	true	0.75
P06213	pd	Q15147	true	0.536564
P25208	pd	P53350	true	0.426525
Q9HCS4	pd	O95813	true	0.426525
Q13315	pd	P31749	true	0.426525
O00141	pd	P98177	true	0.75
Q9HAU4	pd	P08069	true	0.723012
Q99836	pd	Q8N5C8	true	0.536564
Q14643	pd	Q9UQM7	true	0.75
P01106	pd	Q99612	true	0.426525
P51636	pd	P06241	true	0.536564
O43353	pd	P19838	true	0.75
P56704	pd	Q14332	true	0.85
P62140	pd	Q9UQM7	true	0.505993
P40763	pd	P18146	true	0.75
P10398	pd	P28482	true	0.75
P01106	pd	O60934	true	0.426525
Q9H0M0	pd	P16234	true	0.723012
P01106	pd	Q9UHD8	true	0.426525
Q13616	pd	O15534	true	0.75
Q8WTS6	pd	P03372	true	0.426525
Q13751	pd	P13612	true	0.536564
P01106	pd	P04150	true	0.426525
Q13535	pd	Q9ULM3	true	0.426525
O15123	pd	P10721	true	0.536564
P51817	pd	P50150	true	0.75
P51817	pd	P50151	true	0.75
P07948	pd	P05129	true	0.536564
P51817	pd	P62158	true	0.75
P11308	pd	O96014	true	0.426525
Q9Y5W5	pd	Q93098	true	0.75
P41182	pd	Q13535	true	0.426525
Q9Y5W5	pd	Q93097	true	0.75
P11362	pd	Q00722	true	0.536564
Q13315	pd	Q14669	true	0.426525
Q9Y4K3	pd	Q15750	true	0.85
P17252	pd	Q9HAV0	true	0.75
P51532	pd	P24522	true	0.426525
P31751	pd	Q92574	true	0.75
Q8WXH5	pd	P35568	true	0.505993
P01106	pd	P06748	true	0.426525
P24941	pd	Q14209	true	0.75
P21453	pd	P04899	true	0.536564
P17612	pd	P19838	true	0.75
P07333	pd	Q8WYR1	true	0.75
Q93009	pd	P04637	true	0.75
P01106	pd	P06730	true	0.426525
Q13490	pd	Q13546	true	0.85
P00533	pd	P21860	true	0.85
P01106	pd	P67809	true	0.426525
Q99836	pd	P19838	true	0.75
Q13535	pd	O14640	true	0.426525
P56704	pd	Q9NPG1	true	0.75
P01106	pd	P06733	true	0.426525
Q06190	pd	P31751	true	0.75
Q06190	pd	P31749	true	0.75
P49841	pd	P01106	true	0.75
O43353	pd	Q8N5C8	true	0.536564
Q9Y2T4	pd	P31751	true	0.75
Q07890	pd	P42336	true	0.426525
Q07890	pd	P42338	true	0.426525
P01106	pd	P41212	true	0.426525
O15524	pd	P40763	true	0.75
P01106	pd	P55851	true	0.426525
P12931	pd	P27986	true	0.85
P62136	pd	P62158	true	0.75
Q13315	pd	Q9UGJ0	true	0.426525
P60763	pd	Q8TEW0	true	0.536564
P61981	pd	O95067	true	0.426525
P28482	pd	P49815	true	0.75
Q13952	pd	P06493	true	0.426525
Q9H1J5	pd	O75084	true	0.75
Q9Y4K3	pd	P19838	true	0.75
P51636	pd	P08962	true	0.656746
P01106	pd	P55884	true	0.426525
P11487	pd	P22455	true	0.75
Q9UJX2	pd	P40692	true	0.426525
O43921	pd	P07333	true	0.536564
P01106	pd	P41252	true	0.426525
Q9Y2T4	pd	P31749	true	0.75
Q99873	pd	Q12778	true	0.75
Q9H6I2	pd	Q9NQB0	true	0.75
P01106	pd	P41279	true	0.426525
P45983	pd	P40763	true	0.75
Q8N474	pd	P56703	true	0.75
Q8N474	pd	P56704	true	0.85
Q8N474	pd	P56705	true	0.85
Q8N474	pd	P56706	true	0.75
Q15172	pd	O60359	true	0.75
P21675	pd	O43521	true	0.426525
O60674	pd	P40763	true	0.85
P60953	pd	P27361	true	0.75
P09544	pd	O75197	true	0.75
P17612	pd	Q13224	true	0.75
P62877	pd	O15534	true	0.75
P01106	pd	P28074	true	0.75
P46531	pd	Q86UW9	true	0.536564
P49763	pd	P08581	true	0.536564
Q01094	pd	Q99683	true	0.426525
P24723	pd	P63261	true	0.536564
Q9BYH8	pd	Q04206	true	0.75
Q9UBE8	pd	O43524	true	0.75
Q15052	pd	Q92888	true	0.505993
Q9Y264	pd	P10721	true	0.536564
P01106	pd	P16070	true	0.426525
P21580	pd	O14920	true	0.75
P01106	pd	Q99729	true	0.426525
Q14469	pd	Q9NVI1	true	0.723012
P27986	pd	P16885	true	0.75
Q09472	pd	P09874	true	0.426525
Q9H237	pd	O96014	true	0.536564
P09619	pd	P42338	true	0.75
P09619	pd	P42336	true	0.75
Q96PU5	pd	P08069	true	0.723012
Q9Y4K3	pd	Q9Y243	true	0.426525
Q13535	pd	P46379	true	0.426525
P01106	pd	Q99741	true	0.75
O14965	pd	P52732	true	0.426525
P49840	pd	Q12840	true	0.75
Q12933	pd	Q99683	true	0.85
O43353	pd	Q15750	true	0.75
O00144	pd	P09471	true	0.75
O00144	pd	O14640	true	0.75
O00144	pd	O14641	true	0.75
O43320	pd	P22607	true	0.536564
P49747	pd	P05556	true	0.536564
Q9Y478	pd	P49815	true	0.75
P01106	pd	P18669	true	0.426525
P06213	pd	O00329	true	0.75
Q12778	pd	P29474	true	0.426525
P48730	pd	Q92997	true	0.85
O15123	pd	P09619	true	0.536564
Q9BS18	pd	O95067	true	0.75
P04628	pd	Q14332	true	0.75
P13942	pd	P18084	true	0.536564
P18146	pd	P48023	true	0.75
P42338	pd	Q05655	true	0.536564
P42338	pd	P19174	true	0.75
O15123	pd	P22607	true	0.536564
P18075	pd	Q13873	true	0.75
P05771	pd	P00533	true	0.85
P01106	pd	Q9UIK4	true	0.426525
Q9UD71	pd	Q9Y243	true	0.426525
Q9Y3M8	pd	Q7L0Q8	true	0.426525
O43320	pd	P09619	true	0.536564
P05019	pd	P08581	true	0.536564
P51654	pd	Q9H1J7	true	0.536564
P13224	pd	P42336	true	0.536564
P51654	pd	Q9H1J5	true	0.536564
P13224	pd	P42338	true	0.536564
P01106	pd	O60832	true	0.426525
Q9Y219	pd	Q9UM47	true	0.85
Q13557	pd	P28482	true	0.75
P24941	pd	Q02363	true	0.85
P07948	pd	P17252	true	0.536564
Q16254	pd	Q15910	true	0.426525
O75925	pd	P42224	true	0.75
Q13315	pd	Q9NRR5	true	0.426525
P01106	pd	Q9UI08	true	0.426525
P22455	pd	P27986	true	0.75
P15692	pd	P35968	true	0.75
Q04771	pd	Q15796	true	0.75
Q04771	pd	Q15797	true	0.75
Q8IUQ4	pd	P35222	true	0.426525
P67870	pd	Q16236	true	0.426525
P04628	pd	Q9NPG1	true	0.75
P05230	pd	P35968	true	0.536564
Q13042	pd	P06493	true	0.75
P15692	pd	P35916	true	0.536564
P29466	pd	P06733	true	0.426525
P00533	pd	P08962	true	0.656746
P28482	pd	O15198	true	0.75
Q9H1J5	pd	O75197	true	0.75
P42345	pd	P35568	true	0.75
P67870	pd	Q92769	true	0.426525
Q13535	pd	O75533	true	0.426525
P01106	pd	Q9UHV9	true	0.426525
Q16254	pd	Q13315	true	0.426525
Q9UNN5	pd	P45985	true	0.426525
P62834	pd	P42338	true	0.536564
P62834	pd	P42336	true	0.536564
P10599	pd	P03372	true	0.426525
Q16531	pd	Q9H211	true	0.426525
Q16787	pd	Q14118	true	0.536564
P05230	pd	P35916	true	0.536564
Q96J02	pd	P07333	true	0.723012
Q9UQK1	pd	Q9NZT1	true	0.75
P11021	pd	P18850	true	0.426525
Q9Y2U5	pd	O14733	true	0.85
P01106	pd	Q9HC56	true	0.426525
P00519	pd	P35568	true	0.426525
Q15311	pd	P60763	true	0.75
Q92925	pd	O00716	true	0.426525
Q99873	pd	O43524	true	0.75
O94907	pd	O75581	true	0.85
P08069	pd	Q14344	true	0.536564
P32246	pd	P04899	true	0.536564
Q9Y264	pd	P09619	true	0.536564
P25490	pd	P62805	true	0.426525
P51946	pd	Q03181	true	0.426525
P01106	pd	Q9NRG4	true	0.426525
P01106	pd	Q14444	true	0.426525
P27361	pd	Q04206	true	0.75
P54652	pd	Q16659	true	0.426525
Q9Y3M8	pd	P17081	true	0.426525
P42574	pd	P31749	true	0.85
Q92993	pd	P16104	true	0.75
O14920	pd	Q12778	true	0.75
O43623	pd	P12830	true	0.75
Q05516	pd	P10721	true	0.426525
Q9NP95	pd	P21802	true	0.75
Q13557	pd	O43318	true	0.426525
P05771	pd	P51817	true	0.656746
P06241	pd	Q00535	true	0.536564
Q9Y264	pd	P22607	true	0.536564
Q05655	pd	Q15717	true	0.426525
Q12933	pd	Q99558	true	0.85
O15123	pd	P07333	true	0.536564
P09038	pd	P29317	true	0.536564
P01106	pd	P16383	true	0.426525
Q9UBE8	pd	Q12778	true	0.75
Q66LE6	pd	Q9Y243	true	0.75
Q9UBK5	pd	P19174	true	0.536564
Q9UKB1	pd	P35222	true	0.723012
P25054	pd	P53350	true	0.426525
O43320	pd	P10721	true	0.536564
Q15759	pd	P28482	true	0.536564
P14778	pd	O14920	true	0.426525
P51532	pd	P38936	true	0.75
P51149	pd	P61421	true	0.75
P05114	pd	Q86U86	true	0.426525
P56704	pd	O60353	true	0.75
P27361	pd	P17676	true	0.426525
P08581	pd	P46108	true	0.536564
P11487	pd	P09619	true	0.536564
Q13131	pd	P04637	true	0.426525
Q13153	pd	Q92934	true	0.85
2310	pd	Q08999	true	0.426525
P01106	pd	Q9NR48	true	0.426525
Q5TCQ9	pd	Q8TEU7	true	0.536564
P11487	pd	P22607	true	0.75
P46531	pd	Q86Y01	true	0.85
P01106	pd	Q9NR45	true	0.426525
Q16363	pd	P13612	true	0.536564
Q16787	pd	P08648	true	0.536564
P01106	pd	Q9NR50	true	0.426525
P01106	pd	Q9NQT4	true	0.426525
Q96L91	pd	Q13315	true	0.426525
P17301	pd	P48736	true	0.536564
P41597	pd	P08754	true	0.536564
P25054	pd	Q99741	true	0.426525
P08514	pd	Q14344	true	0.536564
P07900	pd	P31751	true	0.536564
P63104	pd	Q8N122	true	0.75
P16885	pd	Q9NZT1	true	0.75
O60674	pd	P27986	true	0.85
P17301	pd	P46108	true	0.536564
Q13315	pd	Q9NR33	true	0.426525
P01106	pd	Q9NQX3	true	0.426525
P07900	pd	P31749	true	0.85
Q9NP95	pd	P06213	true	0.536564
Q04771	pd	Q13485	true	0.426525
P12931	pd	P01112	true	0.75
P01106	pd	Q9NQX5	true	0.426525
Q16663	pd	P51681	true	0.75
P17181	pd	P42224	true	0.75
Q13535	pd	O14497	true	0.426525
Q9H7J1	pd	Q9NZT1	true	0.75
P30968	pd	P35222	true	0.426525
P42702	pd	O00329	true	0.536564
Q16787	pd	P18084	true	0.536564
Q92831	pd	Q09472	true	0.85
Q13555	pd	P01112	true	0.75
P04637	pd	P43246	true	0.426525
Q9HBH0	pd	Q13153	true	0.426525
Q92569	pd	P40763	true	0.85
Q86UL8	pd	Q8TEU7	true	0.536564
Q93097	pd	Q9NPG1	true	0.75
P62877	pd	P62805	true	0.426525
P84022	pd	O00238	true	0.75
Q16288	pd	Q92529	true	0.75
Q8IYD8	pd	Q9NVI1	true	0.75
P12931	pd	P40763	true	0.85
P01106	pd	Q14498	true	0.426525
P04004	pd	P13612	true	0.536564
Q93097	pd	Q14332	true	0.75
Q99814	pd	P29274	true	0.426525
Q8N474	pd	O00755	true	0.75
P04792	pd	Q04206	true	0.75
O95619	pd	Q13315	true	0.426525
P07384	pd	Q00535	true	0.426525
P01106	pd	Q14554	true	0.426525
P01106	pd	Q14571	true	0.426525
P05106	pd	P46108	true	0.536564
Q13873	pd	O15198	true	0.536564
P05556	pd	Q8WYR1	true	0.536564
P31749	pd	Q07817	true	0.536564
Q12778	pd	O95352	true	0.426525
Q4KWH8	pd	P05771	true	0.426525
P01116	pd	Q04206	true	0.426525
Q15172	pd	O96017	true	0.426525
Q13522	pd	Q9Y243	true	0.426525
P49763	pd	P35968	true	0.536564
P01106	pd	Q02548	true	0.426525
Q13363	pd	Q9HCS4	true	0.505993
P09471	pd	P48736	true	0.75
Q68CP9	pd	P62805	true	0.426525
P35916	pd	P27986	true	0.536564
P28482	pd	P84022	true	0.85
Q86U86	pd	P62805	true	0.426525
P62140	pd	Q9NZT1	true	0.75
P49763	pd	P35916	true	0.536564
Q92793	pd	Q14191	true	0.426525
P05230	pd	P08069	true	0.536564
Q92793	pd	Q14186	true	0.426525
Q9Y4K3	pd	Q8N5C8	true	0.85
O14920	pd	Q00653	true	0.85
Q8N9B5	pd	P04637	true	0.75
O43283	pd	O14733	true	0.521588
P46109	pd	P27986	true	0.85
P42336	pd	P49418	true	0.75
Q15329	pd	P03372	true	0.426525
P08581	pd	P48736	true	0.536564
Q9Y478	pd	P13569	true	0.75
P62834	pd	P05556	true	0.536564
Q13478	pd	Q04206	true	0.75
P08572	pd	Q9UKX5	true	0.536564
P27540	pd	Q07820	true	0.426525
Q8N474	pd	O00744	true	0.75
Q07889	pd	P01112	true	0.75
Q09472	pd	Q05516	true	0.426525
P62714	pd	Q9UBS0	true	0.75
O14641	pd	P60763	true	0.656746
Q96HF1	pd	Q9Y6F9	true	0.75
P03372	pd	Q16352	true	0.426525
P15692	pd	P08138	true	0.536564
P25054	pd	Q9HAW4	true	0.426525
P13942	pd	P08514	true	0.536564
Q4KWH8	pd	Q13555	true	0.426525
Q4KWH8	pd	Q13554	true	0.426525
Q4KWH8	pd	Q13557	true	0.426525
Q9Y239	pd	O43353	true	0.75
P01135	pd	P21802	true	0.536564
P62993	pd	P01112	true	0.75
Q9HCE7	pd	P21802	true	0.723012
P25054	pd	Q99618	true	0.426525
P36897	pd	Q15796	true	0.85
P60510	pd	P16104	true	0.426525
P45983	pd	P62258	true	0.426525
P67870	pd	Q92997	true	0.75
P08572	pd	P26010	true	0.536564
P08572	pd	P26012	true	0.536564
P29400	pd	P13612	true	0.536564
O14920	pd	O43524	true	0.75
P05230	pd	P08138	true	0.536564
P46940	pd	P28482	true	0.75
Q92793	pd	Q9UBG7	true	0.536564
Q9Y6F9	pd	Q9UP38	true	0.75
P01106	pd	P80723	true	0.426525
Q15628	pd	O43318	true	0.536564
Q9Y6Q6	pd	Q04206	true	0.75
Q9UBU8	pd	Q13315	true	0.426525
Q13363	pd	Q9UJU2	true	0.505993
P24941	pd	Q02535	true	0.85
P52757	pd	P60763	true	0.426525
P31749	pd	P10398	true	0.426525
O14904	pd	Q9H461	true	0.75
P10721	pd	P42336	true	0.85
Q15172	pd	Q9UF02	true	0.75
P10721	pd	P42338	true	0.536564
Q00534	pd	P35222	true	0.85
O43900	pd	Q92997	true	0.426525
Q00534	pd	Q16254	true	0.426525
P32302	pd	P04899	true	0.75
Q15118	pd	P05129	true	0.426525
P10275	pd	Q13794	true	0.426525
P60484	pd	Q01094	true	0.426525
P19838	pd	P67775	true	0.536564
Q9H9F9	pd	P62805	true	0.426525
P04085	pd	P16234	true	0.75
P62877	pd	P84022	true	0.85
Q16539	pd	P27361	true	0.85
P17947	pd	P10242	true	0.426525
2310	pd	O95067	true	0.426525
P22301	pd	P19838	true	0.426525
P16234	pd	P16885	true	0.75
P60953	pd	Q9BYG4	true	0.75
P00519	pd	P60763	true	0.536564
P60953	pd	Q9BYG5	true	0.75
P26232	pd	P31946	true	0.536564
Q16659	pd	P27708	true	0.426525
Q13263	pd	Q13794	true	0.426525
O96014	pd	Q14332	true	0.75
P63211	pd	P48736	true	0.536564
Q12834	pd	O95067	true	0.75
Q13077	pd	P42338	true	0.75
Q13077	pd	P42336	true	0.75
Q9BT78	pd	Q15843	true	0.426525
P31947	pd	O43524	true	0.426525
P49841	pd	P54840	true	0.75
P25054	pd	P04183	true	0.426525
P01106	pd	Q9NPH2	true	0.426525
Q9NP95	pd	P16234	true	0.536564
O14965	pd	P49450	true	0.426525
Q01094	pd	P33992	true	0.426525
Q01094	pd	P33993	true	0.426525
P12814	pd	P68032	true	0.426525
P29992	pd	Q15147	true	0.75
P41221	pd	O75197	true	0.75
O15530	pd	Q9UBS0	true	0.75
P05019	pd	P06213	true	0.536564
P09874	pd	Q14839	true	0.426525
P52333	pd	P40763	true	0.85
Q13467	pd	Q15147	true	0.656746
P04085	pd	Q02763	true	0.536564
P36873	pd	P19525	true	0.75
Q8IUQ4	pd	Q9H2X6	true	0.426525
P01106	pd	O60506	true	0.426525
P07948	pd	O00459	true	0.75
P19838	pd	Q00005	true	0.536564
Q9UBK5	pd	P48736	true	0.536564
Q04206	pd	P35354	true	0.75
O95343	pd	P04628	true	0.426525
Q16787	pd	P08514	true	0.536564
P07942	pd	P08514	true	0.536564
P80098	pd	P32302	true	0.75
P46934	pd	P35968	true	0.723012
P01127	pd	P22607	true	0.536564
Q13315	pd	Q9UKY1	true	0.426525
Q13557	pd	P16220	true	0.536564
Q07157	pd	P26232	true	0.75
P09038	pd	P07333	true	0.536564
P01127	pd	P09619	true	0.75
Q16288	pd	P35568	true	0.75
O15297	pd	P16104	true	0.75
P18146	pd	P38936	true	0.75
P45983	pd	P27348	true	0.426525
Q13315	pd	P04637	true	0.75
P21917	pd	P09471	true	0.536564
P62070	pd	O00329	true	0.85
Q16531	pd	P62805	true	0.426525
Q9H1J7	pd	Q13467	true	0.75
O14610	pd	Q15147	true	0.536564
Q9Y3M8	pd	O00212	true	0.426525
P63211	pd	O00459	true	0.536564
P42336	pd	Q13733	true	0.75
P05019	pd	P21802	true	0.536564
P04626	pd	P27361	true	0.656746
P08069	pd	P28482	true	0.75
O95685	pd	P62158	true	0.75
P19784	pd	P51610	true	0.75
P36897	pd	Q13485	true	0.75
P60484	pd	P42336	true	0.505993
P60484	pd	P42338	true	0.505993
P01106	pd	P43405	true	0.426525
P51685	pd	P04899	true	0.536564
P80098	pd	O00574	true	0.75
Q05513	pd	P31749	true	0.75
O14640	pd	P60763	true	0.656746
Q13535	pd	Q9UQE7	true	0.426525
O14775	pd	P28482	true	0.75
Q05513	pd	P31751	true	0.75
P11802	pd	Q16254	true	0.426525
P05230	pd	P21802	true	0.75
P01106	pd	Q14289	true	0.426525
P15692	pd	P06213	true	0.536564
Q07157	pd	P63261	true	0.75
P25025	pd	P08754	true	0.536564
Q9UBK5	pd	O00459	true	0.536564
Q07157	pd	P63267	true	0.426525
P49763	pd	P08069	true	0.536564
Q9UP38	pd	Q92997	true	0.75
P23458	pd	Q8WYR1	true	0.75
P36873	pd	Q8TEY5	true	0.75
Q9Y4H2	pd	P42338	true	0.536564
Q9Y4H2	pd	P42336	true	0.75
Q13315	pd	Q99959	true	0.426525
Q12778	pd	O95067	true	0.426525
Q9UKB1	pd	O15534	true	0.75
Q16659	pd	P40763	true	0.426525
Q14790	pd	Q99558	true	0.85
Q12778	pd	O00744	true	0.426525
Q01094	pd	Q9UBU7	true	0.426525
Q9BVC4	pd	P05129	true	0.75
Q13145	pd	O00144	true	0.75
P05230	pd	P06213	true	0.536564
P27361	pd	P05412	true	0.85
Q96PU5	pd	P08581	true	0.723012
P01106	pd	P43490	true	0.426525
Q9H237	pd	Q9GZT5	true	0.75
Q92765	pd	Q9H1J7	true	0.426525
Q92765	pd	Q9H1J5	true	0.426525
Q5T4F7	pd	Q9H1J7	true	0.75
P41279	pd	P19838	true	0.85
Q5T4F7	pd	Q9H1J5	true	0.75
P15692	pd	P21802	true	0.536564
P05106	pd	P19174	true	0.75
Q12933	pd	O43318	true	0.85
P84095	pd	P53778	true	0.75
P84095	pd	P53779	true	0.75
P31749	pd	P38936	true	0.75
P07948	pd	O00329	true	0.75
P04628	pd	O60353	true	0.75
O14929	pd	Q16695	true	0.85
P51451	pd	P35222	true	0.426525
O14905	pd	Q9H461	true	0.75
P50151	pd	P27986	true	0.536564
Q15303	pd	Q8WYR1	true	0.536564
Q969G3	pd	P24522	true	0.426525
P01106	pd	Q9NQG6	true	0.426525
P19838	pd	Q14790	true	0.75
P01106	pd	Q9NQH7	true	0.426525
P17612	pd	Q8TEY5	true	0.75
P49763	pd	P08138	true	0.536564
P22004	pd	O00238	true	0.536564
P10147	pd	P32302	true	0.75
P40763	pd	P08238	true	0.426525
P05771	pd	P61952	true	0.75
P15036	pd	P42771	true	0.426525
Q12824	pd	O00716	true	0.426525
O14640	pd	Q04206	true	0.426525
P21802	pd	P16885	true	0.426525
P17612	pd	Q9P2W3	true	0.75
Q15052	pd	P60763	true	0.536564
P22607	pd	P46108	true	0.536564
P25208	pd	P06493	true	0.426525
Q01094	pd	P06493	true	0.426525
P56706	pd	O00144	true	0.75
Q13616	pd	P84022	true	0.85
P09874	pd	P16403	true	0.426525
Q13976	pd	P16220	true	0.75
P08138	pd	P62993	true	0.536564
P60484	pd	Q9Y243	true	0.505993
P17948	pd	P27986	true	0.75
P01127	pd	P10721	true	0.536564
