Source	Type	Target	Oriented	Weight
P08581	pd	Q00722	true	0.536564
P53355	pd	P26006	true	0.426525
Q16787	pd	P26006	true	0.536564
O95644	pd	P01375	true	0.75
Q16787	pd	P26010	true	0.536564
Q16787	pd	P26012	true	0.536564
P09603	pd	P08069	true	0.536564
P62879	pd	Q15147	true	0.536564
Q99683	pd	P46734	true	0.75
Q9Y264	pd	P29317	true	0.536564
P51679	pd	P63096	true	0.536564
Q9UBS5	pd	P50151	true	0.536564
Q9UBS5	pd	P50150	true	0.536564
P15153	pd	Q04206	true	0.536564
P45983	pd	Q9Y4H2	true	0.75
Q9NPG1	pd	Q9NQ66	true	0.656746
P01135	pd	P04626	true	0.75
P04899	pd	Q00722	true	0.75
P29317	pd	Q00722	true	0.536564
P62140	pd	P46019	true	0.75
Q9NYJ8	pd	P52564	true	0.75
P17612	pd	O14775	true	0.75
P22681	pd	Q8WYR1	true	0.536564
Q9H0M0	pd	P08581	true	0.723012
P63000	pd	P28482	true	0.75
O15123	pd	P29317	true	0.536564
Q155Q3	pd	Q92997	true	0.426525
P45983	pd	P05412	true	0.85
P30559	pd	P50148	true	0.536564
P36873	pd	Q05586	true	0.75
P46108	pd	P48736	true	0.536564
P01106	pd	Q9H9Y6	true	0.426525
P51617	pd	Q9H0E2	true	0.85
Q93098	pd	O75197	true	0.75
Q9BSJ2	pd	Q13748	true	0.426525
P05771	pd	P10721	true	0.85
P28482	pd	P40763	true	0.85
Q9UD71	pd	P62136	true	0.85
P62834	pd	P52564	true	0.536564
P45983	pd	O95644	true	0.75
P84243	pd	Q86U86	true	0.426525
Q9UD71	pd	P62140	true	0.75
P36888	pd	P40763	true	0.536564
Q13535	pd	Q6ZW49	true	0.426525
P50148	pd	Q9NQ66	true	0.75
P08581	pd	P16885	true	0.426525
P35916	pd	Q92569	true	0.536564
O14640	pd	P49841	true	0.85
Q13547	pd	P08151	true	0.426525
P27361	pd	P01375	true	0.656746
Q7Z6B7	pd	P63000	true	0.426525
P31947	pd	P06493	true	0.75
P01106	pd	Q16587	true	0.426525
Q99618	pd	P30291	true	0.426525
P01111	pd	Q04206	true	0.426525
P30305	pd	P06493	true	0.75
P63151	pd	Q9Y243	true	0.75
P28482	pd	P27708	true	0.426525
Q9NP95	pd	P08138	true	0.536564
O00238	pd	Q15797	true	0.75
O15530	pd	P31751	true	0.75
P49763	pd	P11362	true	0.536564
O60346	pd	P31749	true	0.75
P08575	pd	P06241	true	0.75
O60346	pd	P31751	true	0.75
Q96GD4	pd	P68431	true	0.426525
P08575	pd	P06239	true	0.75
O15530	pd	P31749	true	0.85
P01106	pd	Q16548	true	0.426525
O15520	pd	P08138	true	0.536564
P02452	pd	P26006	true	0.536564
P41235	pd	O43395	true	0.426525
Q06187	pd	Q9Y6K9	true	0.536564
P61586	pd	P68133	true	0.426525
O14757	pd	P04637	true	0.75
Q9UBK5	pd	P42338	true	0.536564
P02452	pd	P26010	true	0.536564
P45984	pd	O15264	true	0.536564
Q13145	pd	O75197	true	0.75
Q9UBK5	pd	P42336	true	0.536564
P01106	pd	P21796	true	0.426525
O15111	pd	Q16695	true	0.85
P11362	pd	P46109	true	0.536564
P11362	pd	P46108	true	0.75
P46934	pd	P08581	true	0.723012
P01589	pd	Q92569	true	0.75
P67870	pd	P62805	true	0.426525
O43353	pd	O14920	true	0.75
P01106	pd	Q96CT7	true	0.426525
P11362	pd	P48736	true	0.536564
407040	pd	Q01094	true	0.426525
O00744	pd	O75197	true	0.75
P34931	pd	Q00613	true	0.426525
P45984	pd	P84022	true	0.75
P01106	pd	Q96CV9	true	0.426525
P62834	pd	P27986	true	0.536564
Q9HCU5	pd	Q9NR31	true	0.536564
Q13535	pd	P38646	true	0.426525
P16333	pd	Q13153	true	0.85
Q13315	pd	P21333	true	0.426525
P67870	pd	P35222	true	0.75
Q13535	pd	P51610	true	0.426525
Q9H0M0	pd	P21802	true	0.723012
P56706	pd	O75197	true	0.75
Q8NER5	pd	Q15796	true	0.75
Q00987	pd	P10721	true	0.723012
P05771	pd	P09471	true	0.75
O15264	pd	Q04206	true	0.75
O43524	pd	O43521	true	0.426525
P01100	pd	P05231	true	0.426525
O14543	pd	P06213	true	0.75
P49768	pd	Q04721	true	0.85
P08069	pd	Q8WYR1	true	0.75
P42262	pd	O15399	true	0.75
P17252	pd	P08754	true	0.75
Q93097	pd	Q9ULW2	true	0.75
P37173	pd	Q8NER5	true	0.426525
Q13009	pd	P63000	true	0.85
P01106	pd	Q92731	true	0.426525
P01106	pd	Q92733	true	0.426525
Q9UBV4	pd	Q9H461	true	0.75
Q14209	pd	P04198	true	0.426525
Q8WYR1	pd	P49841	true	0.75
P17612	pd	Q05397	true	0.75
P05107	pd	P27986	true	0.536564
P35916	pd	P35568	true	0.536564
O75925	pd	P46937	true	0.426525
P21580	pd	Q15628	true	0.426525
O15230	pd	P17301	true	0.536564
Q9H237	pd	Q9H1J7	true	0.75
Q9H237	pd	Q9H1J5	true	0.75
Q96Q83	pd	Q13315	true	0.426525
Q13153	pd	Q99558	true	0.536564
Q93097	pd	Q9ULV1	true	0.75
O00206	pd	P27361	true	0.75
P02751	pd	P05106	true	0.536564
Q9NR96	pd	Q99836	true	0.75
P58753	pd	Q9NWZ3	true	0.85
P31785	pd	Q8WYR1	true	0.75
P32239	pd	P30679	true	0.536564
Q07889	pd	P42338	true	0.426525
Q07889	pd	P42336	true	0.426525
P01106	pd	O60266	true	0.426525
Q9UHD2	pd	Q04206	true	0.75
P05106	pd	Q15147	true	0.75
P05019	pd	P11362	true	0.536564
P05771	pd	Q05397	true	0.75
Q9UJX3	pd	P06493	true	0.75
P00519	pd	P55211	true	0.426525
P01106	pd	O60238	true	0.426525
P51817	pd	P49841	true	0.75
P29597	pd	P48736	true	0.521588
P25054	pd	Q96GD4	true	0.426525
Q9NV56	pd	Q13315	true	0.426525
Q9H2F5	pd	P04637	true	0.426525
Q9BXL7	pd	Q9Y6K9	true	0.85
Q9P2W3	pd	Q00722	true	0.536564
P05771	pd	O14610	true	0.75
O14654	pd	Q92569	true	0.536564
P01106	pd	P18075	true	0.426525
Q07890	pd	P27361	true	0.426525
Q9Y4K3	pd	O14920	true	0.75
O00459	pd	P31751	true	0.75
P20827	pd	P21802	true	0.536564
O00459	pd	P31749	true	0.75
P53350	pd	O60566	true	0.426525
Q09472	pd	P42224	true	0.75
P45983	pd	Q13363	true	0.426525
P53778	pd	P04637	true	0.75
P01106	pd	Q9H8E8	true	0.426525
O15520	pd	P08069	true	0.536564
P12931	pd	P42336	true	0.75
P12931	pd	P42338	true	0.75
P51684	pd	P63096	true	0.536564
Q01094	pd	P63261	true	0.426525
P62136	pd	Q13224	true	0.75
Q16539	pd	P84022	true	0.85
P32239	pd	O95837	true	0.536564
Q6FHJ7	pd	P56704	true	0.75
Q6FHJ7	pd	P56705	true	0.505993
Q6FHJ7	pd	P56706	true	0.75
Q6FHJ7	pd	P56703	true	0.75
Q13315	pd	Q92610	true	0.426525
Q06124	pd	P28482	true	0.656746
Q13191	pd	Q8WYR1	true	0.75
P04049	pd	P48736	true	0.536564
P06493	pd	P68400	true	0.75
O00744	pd	O75084	true	0.75
Q92765	pd	Q9H461	true	0.426525
Q13753	pd	P06756	true	0.536564
P01106	pd	P08631	true	0.426525
Q00987	pd	P22607	true	0.723012
P63000	pd	Q99683	true	0.536564
Q15910	pd	P42772	true	0.426525
Q15910	pd	P42771	true	0.426525
O15169	pd	P20823	true	0.536564
P80098	pd	P32248	true	0.75
P80098	pd	P32246	true	0.75
Q9H9Q2	pd	Q15843	true	0.426525
P20827	pd	P06213	true	0.536564
Q9Y265	pd	P35222	true	0.75
Q13315	pd	P08238	true	0.426525
Q13535	pd	P51532	true	0.426525
P56706	pd	O75084	true	0.75
O43541	pd	P84022	true	0.75
Q13114	pd	Q9Y6K9	true	0.75
P46109	pd	P42684	true	0.536564
Q09472	pd	Q01094	true	0.75
Q13077	pd	P27986	true	0.75
P25942	pd	Q99558	true	0.75
P01106	pd	Q92854	true	0.426525
Q92769	pd	P62805	true	0.426525
P08138	pd	Q9NQ66	true	0.536564
P09619	pd	Q15147	true	0.536564
P52803	pd	P17948	true	0.536564
P17948	pd	P62993	true	0.536564
Q13617	pd	Q04206	true	0.75
P68133	pd	P04637	true	0.426525
P25116	pd	P48736	true	0.536564
P51681	pd	P09471	true	0.536564
P17252	pd	O60262	true	0.75
Q9Y4K3	pd	P10721	true	0.723012
P08069	pd	Q00722	true	0.536564
P45984	pd	P49585	true	0.75
Q00722	pd	Q05655	true	0.75
P29350	pd	P28482	true	0.75
Q14332	pd	Q15147	true	0.656746
P33991	pd	P53350	true	0.426525
P42336	pd	P35790	true	0.75
P59768	pd	P48736	true	0.536564
P00519	pd	P43351	true	0.426525
P21860	pd	P27986	true	0.75
Q8N474	pd	Q13467	true	0.75
Q01094	pd	P16989	true	0.426525
P00519	pd	Q14191	true	0.426525
P05771	pd	O14775	true	0.75
P27361	pd	P40763	true	0.85
Q96HF1	pd	P56706	true	0.75
P16220	pd	O43541	true	0.426525
Q96HF1	pd	P56705	true	0.85
Q9NPF5	pd	P62805	true	0.426525
Q96HF1	pd	P56704	true	0.85
P31371	pd	P08581	true	0.536564
Q96HF1	pd	P56703	true	0.75
P56279	pd	P05412	true	0.75
P04792	pd	P31749	true	0.426525
Q9BVC4	pd	P17252	true	0.75
P36941	pd	Q99558	true	0.75
P26367	pd	P02751	true	0.426525
Q01094	pd	O43521	true	0.426525
P36888	pd	P27986	true	0.75
P09914	pd	P60228	true	0.75
P60953	pd	Q13153	true	0.75
Q96HF1	pd	O00755	true	0.75
P42336	pd	P50570	true	0.75
P46531	pd	P48431	true	0.426525
Q9Y297	pd	O15055	true	0.75
Q96HF1	pd	O00744	true	0.75
P51532	pd	O00716	true	0.426525
P00519	pd	Q14247	true	0.426525
P17252	pd	P59768	true	0.75
P22607	pd	O00459	true	0.75
P51654	pd	Q9Y6F9	true	0.536564
P01106	pd	P59768	true	0.426525
P32302	pd	P63096	true	0.536564
P27361	pd	P27708	true	0.426525
P09603	pd	P08581	true	0.536564
P01106	pd	P60763	true	0.426525
P60763	pd	Q9BYG4	true	0.536564
P60763	pd	Q9BYG5	true	0.536564
P31751	pd	P49840	true	0.75
P31751	pd	P49841	true	0.75
P05019	pd	P08069	true	0.75
Q9P286	pd	P46734	true	0.426525
Q13535	pd	Q12888	true	0.426525
O75925	pd	P10276	true	0.426525
P37173	pd	P62714	true	0.75
P00519	pd	P06400	true	0.75
P30968	pd	P50148	true	0.536564
Q16787	pd	P06756	true	0.536564
Q15172	pd	P35222	true	0.426525
P15692	pd	P08069	true	0.536564
O96014	pd	Q9ULV1	true	0.75
Q13330	pd	P04628	true	0.426525
P46094	pd	P04899	true	0.536564
O96014	pd	Q9ULW2	true	0.75
P22607	pd	Q15147	true	0.536564
P01106	pd	Q9H5J8	true	0.426525
O00744	pd	O00144	true	0.75
Q15796	pd	P53355	true	0.426525
P17252	pd	P60709	true	0.75
P21580	pd	Q9Y4K3	true	0.75
Q9Y264	pd	P17948	true	0.536564
P42263	pd	Q14957	true	0.75
P01106	pd	Q2TBC4	true	0.426525
P42574	pd	Q04206	true	0.426525
Q9H0E9	pd	P62805	true	0.426525
P30154	pd	P17252	true	0.505993
P02751	pd	P17301	true	0.536564
P30154	pd	P42224	true	0.75
P53350	pd	Q9HAW4	true	0.426525
P53350	pd	Q14683	true	0.426525
Q9C086	pd	P62805	true	0.426525
O60353	pd	Q15147	true	0.656746
P01137	pd	Q15796	true	0.75
P20827	pd	P08138	true	0.536564
P10828	pd	P27986	true	0.536564
P60953	pd	Q13233	true	0.85
O14905	pd	Q9NPG1	true	0.75
P43403	pd	Q8WYR1	true	0.536564
P01106	pd	Q9H4M9	true	0.426525
P01106	pd	B0I1T2	true	0.426525
Q13535	pd	P38398	true	0.75
Q14315	pd	P60709	true	0.75
P41279	pd	Q9Y6K9	true	0.521588
P01133	pd	P17948	true	0.536564
P61586	pd	Q05397	true	0.656746
P05771	pd	Q9P2W3	true	0.75
Q8N5V2	pd	P63000	true	0.75
Q92918	pd	Q16584	true	0.75
Q8NEM0	pd	Q13315	true	0.426525
P06493	pd	O00429	true	0.426525
Q16787	pd	P16070	true	0.536564
O95813	pd	P04628	true	0.75
Q9H981	pd	P62805	true	0.426525
P61201	pd	Q15843	true	0.426525
Q13522	pd	P36873	true	0.75
P53778	pd	P28482	true	0.536564
P31751	pd	P49815	true	0.75
P05019	pd	P35568	true	0.426525
Q15172	pd	Q8IZS8	true	0.75
P07948	pd	P48736	true	0.75
Q6FHJ7	pd	O14905	true	0.75
Q6FHJ7	pd	O14904	true	0.75
P42336	pd	P13637	true	0.75
P49407	pd	O14640	true	0.85
Q13153	pd	Q99759	true	0.521588
P01106	pd	P35813	true	0.426525
P56279	pd	Q9Y243	true	0.75
P53350	pd	Q99640	true	0.75
P12004	pd	P26358	true	0.75
Q15759	pd	O43524	true	0.75
P80098	pd	P46094	true	0.75
P37173	pd	P84022	true	0.75
Q01094	pd	P04637	true	0.426525
O00459	pd	P16885	true	0.75
P80098	pd	P46092	true	0.75
Q9H461	pd	P35222	true	0.75
P35609	pd	P35221	true	0.75
P01106	pd	Q96AE7	true	0.426525
P48431	pd	P19022	true	0.426525
Q9NQU5	pd	O14733	true	0.656746
P37023	pd	Q15796	true	0.426525
P17301	pd	O00459	true	0.536564
Q86YM7	pd	P48736	true	0.75
P01106	pd	Q96AG4	true	0.426525
P04637	pd	P08238	true	0.426525
Q9UD71	pd	O15169	true	0.426525
P48058	pd	Q05586	true	0.75
Q92765	pd	O60353	true	0.426525
Q13753	pd	P18564	true	0.536564
P63208	pd	O96020	true	0.75
P22607	pd	O00329	true	0.536564
Q9NQB0	pd	O95813	true	0.426525
Q00987	pd	P22455	true	0.723012
P31371	pd	P35916	true	0.536564
P01106	pd	Q7Z6B0	true	0.426525
P01106	pd	P23634	true	0.426525
P45983	pd	Q15759	true	0.536564
P04049	pd	O00329	true	0.536564
P49840	pd	O75581	true	0.85
Q15147	pd	P17252	true	0.75
P01106	pd	P60842	true	0.426525
Q9NQU5	pd	P46734	true	0.426525
P05019	pd	P08138	true	0.536564
Q9HAV0	pd	Q9NQ66	true	0.536564
P00533	pd	P35222	true	0.75
P22455	pd	P42336	true	0.536564
P22455	pd	P42338	true	0.536564
P31371	pd	P35968	true	0.536564
Q9Y243	pd	Q16584	true	0.426525
P05067	pd	Q14344	true	0.426525
Q92905	pd	Q16665	true	0.426525
P05556	pd	P48736	true	0.536564
Q16363	pd	P08514	true	0.536564
P35968	pd	Q9NQ66	true	0.536564
Q13363	pd	P36402	true	0.505993
Q15172	pd	P62955	true	0.75
P07949	pd	P01112	true	0.656746
P41221	pd	Q9UP38	true	0.75
Q9UQM7	pd	P21333	true	0.521588
Q9UP38	pd	P35222	true	0.75
Q14332	pd	P09471	true	0.75
Q92793	pd	Q06330	true	0.536564
Q12778	pd	Q13541	true	0.426525
P62136	pd	P19525	true	0.75
P13942	pd	P13612	true	0.536564
P08581	pd	Q8WYR1	true	0.536564
P16220	pd	Q86UK5	true	0.426525
P17948	pd	P35568	true	0.536564
P10721	pd	P40763	true	0.536564
Q9NZN5	pd	P63000	true	0.426525
P10721	pd	P01112	true	0.536564
P32246	pd	P63096	true	0.536564
P01106	pd	Q96C92	true	0.426525
Q8NER5	pd	Q13485	true	0.426525
Q15139	pd	P62993	true	0.426525
Q92851	pd	O14920	true	0.75
Q9HCP0	pd	P18846	true	0.426525
P01106	pd	Q96BY6	true	0.426525
Q9HCP0	pd	P16220	true	0.426525
P35916	pd	P62993	true	0.536564
P63000	pd	P63261	true	0.75
Q9NSE2	pd	P42224	true	0.75
Q04206	pd	P18146	true	0.85
Q05655	pd	O14641	true	0.426525
Q16787	pd	P16144	true	0.85
Q92945	pd	406887	true	0.426525
P01106	pd	Q7Z5R6	true	0.426525
P48729	pd	P62745	true	0.426525
2310	pd	P50591	true	0.426525
P24941	pd	P23511	true	0.426525
P46937	pd	P37173	true	0.505993
P03372	pd	P11142	true	0.426525
P28482	pd	P15336	true	0.75
P11362	pd	Q07889	true	0.75
Q9ULV8	pd	Q92569	true	0.536564
P11362	pd	Q07890	true	0.75
P28482	pd	P03372	true	0.75
P01106	pd	Q7Z698	true	0.426525
P01106	pd	Q96BD8	true	0.426525
P17301	pd	O00329	true	0.536564
P60763	pd	P52564	true	0.536564
P01106	pd	Q92698	true	0.426525
Q09472	pd	P05114	true	0.426525
Q03060	pd	P15336	true	0.505993
P24941	pd	Q9H1A4	true	0.75
P17612	pd	P46019	true	0.75
P42224	pd	P27540	true	0.426525
P09619	pd	O00459	true	0.75
Q66LE6	pd	P42224	true	0.75
Q93098	pd	O75581	true	0.75
Q13889	pd	Q01094	true	0.426525
Q93097	pd	Q9UP38	true	0.75
Q9NP95	pd	P08581	true	0.536564
P26367	pd	O94907	true	0.426525
P01106	pd	P35520	true	0.426525
O00459	pd	P63000	true	0.75
P51679	pd	P04899	true	0.536564
P09603	pd	P35968	true	0.536564
P41743	pd	Q15334	true	0.75
P04626	pd	Q13153	true	0.426525
P25054	pd	P23919	true	0.426525
Q9NYJ8	pd	Q9Y6K9	true	0.75
P17301	pd	P22612	true	0.536564
P08123	pd	Q13797	true	0.536564
P09603	pd	P35916	true	0.536564
Q14332	pd	O14641	true	0.75
Q14332	pd	O14640	true	0.75
Q99558	pd	Q8N5C8	true	0.536564
O43921	pd	P29317	true	0.536564
Q16254	pd	Q01094	true	0.75
P28482	pd	Q13464	true	0.75
P15498	pd	P63000	true	0.85
Q9Y4K3	pd	P22455	true	0.723012
P20827	pd	P35916	true	0.536564
Q9P286	pd	O14733	true	0.656746
Q9Y6K9	pd	P35568	true	0.75
P41597	pd	P04899	true	0.536564
P01106	pd	P11926	true	0.426525
O00329	pd	P31749	true	0.75
P21860	pd	Q92569	true	0.75
P28482	pd	Q13485	true	0.75
O00329	pd	P31751	true	0.75
P23511	pd	P29350	true	0.426525
Q96J02	pd	P17948	true	0.723012
Q16288	pd	P98077	true	0.75
P62913	pd	Q9Y4A5	true	0.426525
O15520	pd	P08581	true	0.536564
Q05513	pd	Q04206	true	0.85
P17301	pd	P22694	true	0.536564
P46531	pd	P12644	true	0.426525
O15111	pd	Q04206	true	0.85
P56704	pd	Q9H461	true	0.85
P59768	pd	O00329	true	0.536564
P07942	pd	P18564	true	0.536564
O60341	pd	P60709	true	0.426525
P17612	pd	P09471	true	0.75
O75369	pd	P60709	true	0.75
Q02779	pd	P46734	true	0.426525
Q14344	pd	Q92997	true	0.426525
P08620	pd	P17948	true	0.536564
P00519	pd	P04040	true	0.426525
P56705	pd	Q14332	true	0.75
Q7L5N1	pd	Q15843	true	0.426525
Q9UM11	pd	P30304	true	0.426525
P45983	pd	P30305	true	0.426525
P50613	pd	P06493	true	0.75
P63218	pd	Q00722	true	0.536564
Q9BVC4	pd	Q9Y243	true	0.426525
P50151	pd	P27361	true	0.75
P09619	pd	O00329	true	0.75
O75582	pd	P15336	true	0.75
P62873	pd	Q8WYR1	true	0.536564
P20827	pd	P35968	true	0.536564
P00519	pd	P04083	true	0.426525
P36873	pd	P46019	true	0.75
P09544	pd	Q9ULV1	true	0.75
Q16363	pd	P18084	true	0.536564
P45984	pd	Q04206	true	0.75
407040	pd	Q9Y2T1	true	0.426525
P07948	pd	P00519	true	0.426525
P42224	pd	Q9Y4K3	true	0.75
P09544	pd	Q9ULW2	true	0.75
Q16363	pd	P08648	true	0.536564
P10275	pd	O15519	true	0.426525
P42261	pd	Q13224	true	0.75
Q13418	pd	P31749	true	0.75
Q9Y6F9	pd	Q9ULV1	true	0.75
P63208	pd	Q16526	true	0.426525
Q8WYQ5	pd	406957	true	0.426525
Q9Y6F9	pd	Q9ULW2	true	0.75
Q8WYQ5	pd	406955	true	0.426525
Q8WYQ5	pd	406956	true	0.426525
Q8WYQ5	pd	406954	true	0.426525
2310	pd	P84022	true	0.426525
P61952	pd	Q00722	true	0.536564
Q13077	pd	Q9Y6K9	true	0.85
P61224	pd	P42336	true	0.536564
P61224	pd	P42338	true	0.536564
O60260	pd	P05412	true	0.426525
P17612	pd	O14610	true	0.75
P04626	pd	P42336	true	0.75
P04626	pd	P42338	true	0.75
Q8WYQ5	pd	406995	true	0.426525
O00744	pd	O75581	true	0.75
Q9UBV4	pd	O60353	true	0.75
P01106	pd	P35626	true	0.426525
P46109	pd	P42336	true	0.536564
P46109	pd	P42338	true	0.536564
P19525	pd	P46734	true	0.75
P05019	pd	P35968	true	0.536564
P15153	pd	Q9NPB6	true	0.536564
Q07889	pd	P27361	true	0.426525
P01106	pd	P08243	true	0.426525
O43900	pd	Q9ULK5	true	0.426525
P48736	pd	P31751	true	0.75
Q53ET0	pd	Q9Y243	true	0.75
Q9H2F5	pd	P16104	true	0.426525
P28482	pd	Q9Y4H2	true	0.656746
Q93009	pd	Q12778	true	0.426525
Q13418	pd	P31751	true	0.75
Q9Y297	pd	P35222	true	0.85
P17612	pd	P61952	true	0.75
P45984	pd	P98177	true	0.75
P00519	pd	P06733	true	0.426525
O14905	pd	O60353	true	0.75
P42336	pd	P49841	true	0.75
Q9Y297	pd	Q8IYD8	true	0.426525
P21333	pd	P68133	true	0.426525
P58401	pd	Q8N2Q7	true	0.536564
P45983	pd	P17275	true	0.75
P45983	pd	P42224	true	0.426525
P45983	pd	P42229	true	0.426525
P15153	pd	P45984	true	0.75
P15153	pd	P45983	true	0.75
P28482	pd	P17676	true	0.426525
Q9Y4H2	pd	P27986	true	0.85
P32239	pd	P29992	true	0.536564
P28562	pd	Q16659	true	0.426525
P15153	pd	P45985	true	0.536564
P01106	pd	P11802	true	0.426525
P42336	pd	Q06187	true	0.75
P04628	pd	Q9H461	true	0.85
P15692	pd	P11362	true	0.536564
P00519	pd	Q14511	true	0.426525
P68133	pd	P16104	true	0.426525
P48736	pd	P31749	true	0.75
Q13751	pd	Q13797	true	0.536564
Q8WU20	pd	P62993	true	0.85
P01106	pd	Q7Z4H7	true	0.426525
P52735	pd	P63000	true	0.75
Q99558	pd	Q15750	true	0.536564
P05019	pd	Q92569	true	0.656746
P28482	pd	Q13541	true	0.505993
P48729	pd	O15534	true	0.426525
Q969G3	pd	O00716	true	0.426525
P05019	pd	P35916	true	0.536564
P10721	pd	P27986	true	0.85
P01106	pd	Q5JS13	true	0.426525
O15524	pd	P35568	true	0.505993
Q93098	pd	O00144	true	0.75
Q92574	pd	P49841	true	0.75
O94805	pd	O00716	true	0.426525
Q15759	pd	Q12778	true	0.75
P63151	pd	Q13522	true	0.75
Q9H0M0	pd	P35968	true	0.723012
Q93097	pd	O60353	true	0.75
P00519	pd	Q9NRY4	true	0.426525
Q16787	pd	P18564	true	0.536564
Q9NP95	pd	P35968	true	0.536564
Q14209	pd	P06493	true	0.426525
Q13163	pd	P28482	true	0.426525
Q9NYJ8	pd	P27361	true	0.75
P08238	pd	Q9Y243	true	0.75
P21802	pd	P48736	true	0.536564
P27361	pd	P03372	true	0.75
P45984	pd	P01100	true	0.75
P01106	pd	Q5JSL3	true	0.426525
P38936	pd	Q16254	true	0.426525
P45984	pd	P40763	true	0.426525
Q9H1J5	pd	Q9ULW2	true	0.75
P01106	pd	Q9H3N1	true	0.426525
P53778	pd	P67775	true	0.75
